	I	pval_norm	var_norm	pval_z_sim	pval_sim	var_sim	pval_norm_fdr_bh	pval_z_sim_fdr_bh	pval_sim_fdr_bh
LIF	0.00677013657878217	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0751004584021165e-07	0.0	0.0	0.010445117787640833
OAS3	0.006754847630169194	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1133431778176109e-07	0.0	0.0	0.010445117787640833
PTPRCAP	0.00673457098529259	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4516977188633285e-07	0.0	0.0	0.010445117787640833
FKBP11	0.006698777322225153	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0671257523965457e-07	0.0	0.0	0.010445117787640833
COL5A1	0.0066856481852758925	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.653382104706603e-07	0.0	0.0	0.010445117787640833
IL1RL1	0.006682168159775626	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2743385527277519e-07	0.0	0.0	0.010445117787640833
RARA	0.006676820544166035	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1392992727473842e-07	0.0	0.0	0.010445117787640833
MAPK14	0.006617166710903928	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6056030635473944e-07	0.0	0.0	0.010445117787640833
LAIR1	0.006599392710400494	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1014472996996208e-07	0.0	0.0	0.010445117787640833
TGFB1	0.00657765948425356	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.195506596283684e-07	0.0	0.0	0.010445117787640833
FES	0.006530424718644875	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1978191022571273e-07	0.0	0.0	0.010445117787640833
CLCF1	0.006525400497782058	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4155221136031963e-07	0.0	0.0	0.010445117787640833
EFNA4	0.006515126356450243	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3095723688303125e-07	0.0	0.0	0.010445117787640833
ICAM1	0.0065099628685797465	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4835965553013307e-07	0.0	0.0	0.010445117787640833
PTGIS	0.006490243846501545	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1539261868395152e-07	0.0	0.0	0.010445117787640833
LYN	0.006469061101921041	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.611061754209376e-08	0.0	0.0	0.010445117787640833
NegPrb9	0.006440814100103359	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.122501208241736e-07	0.0	0.0	0.010445117787640833
RELA	0.006415167831529268	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4624359870705135e-07	0.0	0.0	0.010445117787640833
NRG4	0.006412844970311978	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2947836183535718e-07	0.0	0.0	0.010445117787640833
TNFRSF18	0.0063937845959507215	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4109031994312343e-07	0.0	0.0	0.010445117787640833
BMP2	0.006349000333231571	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2869510941865443e-07	0.0	0.0	0.010445117787640833
VPREB3	0.006346538122216155	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3515091271656842e-07	0.0	0.0	0.010445117787640833
CTSW	0.006300616772176067	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.224526323576846e-07	0.0	0.0	0.010445117787640833
NRIP3	0.006297957747428738	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	8.4901502087389e-08	0.0	0.0	0.010445117787640833
SMARCB1	0.006261577687241038	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5000859325605487e-07	0.0	0.0	0.010445117787640833
DDX58	0.00624842739078106	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.39150308965962e-07	0.0	0.0	0.010445117787640833
NOTCH3	0.006243706882510915	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2358326384812957e-07	0.0	0.0	0.010445117787640833
POU5F1	0.00620393940522359	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1143870705576629e-07	0.0	0.0	0.010445117787640833
CD40	0.006201788395166956	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0838803327770076e-07	0.0	0.0	0.010445117787640833
PARP1	0.0061798277202210865	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4645848388502095e-07	0.0	0.0	0.010445117787640833
HCST	0.006178992876670537	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.412095924969776e-07	0.0	0.0	0.010445117787640833
EPOR	0.006158897962091783	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7525992724702016e-07	0.0	0.0	0.010445117787640833
ABL1	0.006142117781870846	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1522309858010905e-07	0.0	0.0	0.010445117787640833
ADGRL1	0.006128668900132655	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.696077338806611e-07	0.0	0.0	0.010445117787640833
IGF2R	0.006120372763195034	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.24795510859502e-07	0.0	0.0	0.010445117787640833
CD276	0.00608565263587887	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0748900675324405e-07	0.0	0.0	0.010445117787640833
MS4A4A	0.006057622919826455	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.800378666590889e-08	0.0	0.0	0.010445117787640833
GNLY	0.006009718354408307	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2518333385154433e-07	0.0	0.0	0.010445117787640833
GDF6	0.006007954608818952	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3092586885356785e-07	0.0	0.0	0.010445117787640833
IGF1	0.005996356888250482	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3210384509828377e-07	0.0	0.0	0.010445117787640833
CX3CL1	0.005961032414493638	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4296292816596196e-07	0.0	0.0	0.010445117787640833
ITGA5	0.005913585424498055	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.389086446118829e-07	0.0	0.0	0.010445117787640833
VEGFC	0.005901774624016932	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3677660074108634e-07	0.0	0.0	0.010445117787640833
TUBB4B	0.005864105022547804	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4574647959820286e-07	0.0	0.0	0.010445117787640833
TCL1A	0.005843117427148032	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2421695703466515e-07	0.0	0.0	0.010445117787640833
TLR1	0.005833726258533203	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1922470417720842e-07	0.0	0.0	0.010445117787640833
NR1H2	0.0058149047620835136	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.645760846148414e-07	0.0	0.0	0.010445117787640833
MAML2	0.005805246838727479	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3058587757777696e-07	0.0	0.0	0.010445117787640833
LEP	0.00577919415944545	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3809823553947822e-07	0.0	0.0	0.010445117787640833
CD2	0.005778502625152291	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0232686471239753e-07	0.0	0.0	0.010445117787640833
CD84	0.005750535840196201	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.707577483153069e-07	0.0	0.0	0.010445117787640833
FZD7	0.005747587839616366	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5402081684567242e-07	0.0	0.0	0.010445117787640833
RGCC	0.005720369434039414	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3241877213503556e-07	0.0	0.0	0.010445117787640833
CD55	0.005713609622384607	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1382633898751996e-07	0.0	0.0	0.010445117787640833
ITGB5	0.00570643617979989	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6445803872960264e-07	0.0	0.0	0.010445117787640833
BST2	0.005672941413564238	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.573767179484623e-07	0.0	0.0	0.010445117787640833
ACVR1B	0.005658980835932075	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2250016327642634e-07	0.0	0.0	0.010445117787640833
ACKR3	0.005582319365186531	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0996536295500418e-07	0.0	0.0	0.010445117787640833
ENTPD1	0.005520981348631766	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2756554653801522e-07	0.0	0.0	0.010445117787640833
IL1R2	0.00550245382167259	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1418141705423815e-07	0.0	0.0	0.010445117787640833
SEC23A	0.005492270154990608	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.309766672935783e-07	0.0	0.0	0.010445117787640833
AATK	0.005454277025537461	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.572872875453875e-07	0.0	0.0	0.010445117787640833
BAX	0.005451899548196671	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1534687553337657e-07	0.0	0.0	0.010445117787640833
PGR	0.005447854829633933	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3291942875085349e-07	0.0	0.0	0.010445117787640833
HDAC11	0.005418966392347525	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4181645420889258e-07	0.0	0.0	0.010445117787640833
PDGFB	0.005416430265147365	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.028393380427202e-07	0.0	0.0	0.010445117787640833
ACKR4	0.00535714758256566	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.380493783772048e-07	0.0	0.0	0.010445117787640833
IL1RAP	0.0053550976901187855	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1839037153385979e-07	0.0	0.0	0.010445117787640833
COL5A3	0.005332580618196822	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1327831646271383e-07	0.0	0.0	0.010445117787640833
KRT15	0.005332456249869317	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.358954173319192e-07	0.0	0.0	0.010445117787640833
STAT5B	0.0053077206147899205	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4072302616757776e-07	0.0	0.0	0.010445117787640833
AHR	0.005299989383542641	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.24598108860052e-07	0.0	0.0	0.010445117787640833
CDH5	0.005296366319085972	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.710412257077829e-07	0.0	0.0	0.010445117787640833
ETS1	0.005294375197543521	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3768976555644514e-07	0.0	0.0	0.010445117787640833
GLUD1	0.005277506679014026	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2592301595270175e-07	0.0	0.0	0.010445117787640833
CXCR6	0.005255755181333918	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4406365475364844e-07	0.0	0.0	0.010445117787640833
SCGB3A1	0.005247788327410617	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2830799094623626e-07	0.0	0.0	0.010445117787640833
DLL1	0.005244037117214232	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.201233599339075e-08	0.0	0.0	0.010445117787640833
DDC	0.005229272835397965	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.78047552824554e-08	0.0	0.0	0.010445117787640833
ITGB6	0.005174372361582158	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1365778595100341e-07	0.0	0.0	0.010445117787640833
COL12A1	0.00516487620508275	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6317364355135866e-07	0.0	0.0	0.010445117787640833
ITGA9	0.00515994067313753	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.206530453205944e-07	0.0	0.0	0.010445117787640833
ITGB4	0.00513973211319502	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3783580668208406e-07	0.0	0.0	0.010445117787640833
YES1	0.005109889657346805	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4363130834133628e-07	0.0	0.0	0.010445117787640833
MERTK	0.005043458431423614	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1973854838594057e-07	0.0	0.0	0.010445117787640833
RELT	0.00503652313459526	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.483071864175609e-07	0.0	0.0	0.010445117787640833
CCL28	0.005010287682842363	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1412459729165343e-07	0.0	0.0	0.010445117787640833
BID	0.004965417972979621	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1517516721622481e-07	0.0	0.0	0.010445117787640833
NRG1	0.004948951616460089	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5101505783228063e-07	0.0	0.0	0.010445117787640833
DHRS2	0.004948449870640408	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.924980724703572e-08	0.0	0.0	0.010445117787640833
FASN	0.004946956355454542	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2451932298672232e-07	0.0	0.0	0.010445117787640833
HCK	0.004935784714766013	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2587669952747752e-07	0.0	0.0	0.010445117787640833
RARG	0.004915380062957579	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.114838828092727e-07	0.0	0.0	0.010445117787640833
CD8A	0.004904641506779113	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3405223551615077e-07	0.0	0.0	0.010445117787640833
IL18	0.004887187503839696	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3549203473318552e-07	0.0	0.0	0.010445117787640833
LTB	0.0048846493671684445	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1976196144558113e-07	0.0	0.0	0.010445117787640833
COL16A1	0.00487724363837552	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.501351591684518e-07	0.0	0.0	0.010445117787640833
KDR	0.004870279334521125	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4029249244770054e-07	0.0	0.0	0.010445117787640833
BMP7	0.004861943664204057	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3846858425923893e-07	0.0	0.0	0.010445117787640833
KRT23	0.004851239962350766	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.38768541610381e-07	0.0	0.0	0.010445117787640833
NegPrb22	0.004848882487485644	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.042434826806629e-07	0.0	0.0	0.010445117787640833
ADGRG1	0.004837721580310551	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2867045267772048e-07	0.0	0.0	0.010445117787640833
S100A2	0.00483214319589402	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.297854212158483e-07	0.0	0.0	0.010445117787640833
ADGRA2	0.004796853709384033	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4917543244164728e-07	0.0	0.0	0.010445117787640833
CLEC1A	0.004796061545341824	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0655949273052802e-07	0.0	0.0	0.010445117787640833
CTSG	0.004793721608254475	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5800582211104195e-07	0.0	0.0	0.010445117787640833
SYK	0.004776482179012299	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	8.52063972524775e-08	0.0	0.0	0.010445117787640833
CYP1B1	0.004742470857707876	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3049439230331757e-07	0.0	0.0	0.010445117787640833
CSF2RB	0.004739026831174922	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4892553549505582e-07	0.0	0.0	0.010445117787640833
ACVRL1	0.004733881708574893	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2287677506222415e-07	0.0	0.0	0.010445117787640833
RYK	0.004726570545566441	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.5035865066838e-08	0.0	0.0	0.010445117787640833
CSF2RA	0.004722447166866155	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0202898208016912e-07	0.0	0.0	0.010445117787640833
COL15A1	0.004715253682696052	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0672255667603652e-07	0.0	0.0	0.010445117787640833
STAT5A	0.004705896409700769	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.380963055057226e-07	0.0	0.0	0.010445117787640833
RORA	0.004694290940976344	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.522645532479972e-07	0.0	0.0	0.010445117787640833
ITGAM	0.004692798160006597	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.118402532763787e-07	0.0	0.0	0.010445117787640833
GDF10	0.004682749505283844	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.279299057685927e-07	0.0	0.0	0.010445117787640833
SPRY4	0.004680545207642852	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5401874351767387e-07	0.0	0.0	0.010445117787640833
TNFRSF19	0.0046796065075462075	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4453613724285365e-07	0.0	0.0	0.010445117787640833
MXRA8	0.004666778238332703	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4075425649672166e-07	0.0	0.0	0.010445117787640833
BECN1	0.004661990098249561	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5210173419536035e-07	0.0	0.0	0.010445117787640833
TNFSF9	0.004658493352999894	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.529672194842566e-07	0.0	0.0	0.010445117787640833
TNFRSF11B	0.004652013893357802	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1457060688272518e-07	0.0	0.0	0.010445117787640833
RSPO1	0.004586941334808231	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.357438008360184e-07	0.0	0.0	0.010445117787640833
CSHL1	0.00456532531942284	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3551900892857584e-07	0.0	0.0	0.010445117787640833
EFNB2	0.004549870768052911	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3298171934687858e-07	0.0	0.0	0.010445117787640833
NOD2	0.004542976830407289	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1424162092504965e-07	0.0	0.0	0.010445117787640833
OSMR	0.004497432194592924	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4562693412696887e-07	0.0	0.0	0.010445117787640833
IL34	0.004496669468383413	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5693333893026699e-07	0.0	0.0	0.010445117787640833
ST6GAL1	0.004464355804627202	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3226210692602127e-07	0.0	0.0	0.010445117787640833
XCL1	0.004459283263628084	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1360485494872163e-07	0.0	0.0	0.010445117787640833
LPAR5	0.004454788404686523	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.247610236136361e-07	0.0	0.0	0.010445117787640833
COL14A1	0.004444749302032025	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5703502599047675e-07	0.0	0.0	0.010445117787640833
HBA1	0.004440581376396794	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.308952152738916e-07	0.0	0.0	0.010445117787640833
IL1RN	0.0044321862414174115	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3418562574471282e-07	0.0	0.0	0.010445117787640833
RAC2	0.004423331390713189	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4749433499141117e-07	0.0	0.0	0.010445117787640833
FOXP3	0.004409110241697882	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3889827393260023e-07	0.0	0.0	0.010445117787640833
TGFB3	0.004407610639318895	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.985448455422434e-08	0.0	0.0	0.010445117787640833
HDAC3	0.004406577850319011	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.256935956349166e-08	0.0	0.0	0.010445117787640833
KRT5	0.004364152086387674	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2036744722084302e-07	0.0	0.0	0.010445117787640833
KRT6C	0.004360535971378737	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0250701280350014e-07	0.0	0.0	0.010445117787640833
AXL	0.004338925070500549	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.708738404925802e-07	0.0	0.0	0.010445117787640833
CLEC7A	0.004331042814248278	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8426397488441918e-07	0.0	0.0	0.010445117787640833
SPRY2	0.004329266191426334	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4575322929626643e-07	0.0	0.0	0.010445117787640833
COL5A2	0.0043151964868776505	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.246650692230097e-07	0.0	0.0	0.010445117787640833
NGFR	0.0042750154386591134	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.241874975625317e-07	0.0	0.0	0.010445117787640833
S100P	0.004252198670112366	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8369546726671557e-07	0.0	0.0	0.010445117787640833
CASP8	0.004225780222639982	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5257747790461916e-07	0.0	0.0	0.010445117787640833
HTT	0.00421140309765946	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0035724770981095e-07	0.0	0.0	0.010445117787640833
IL17RE	0.0041960598903294415	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3914307480010967e-07	0.0	0.0	0.010445117787640833
IFIH1	0.004191139787193469	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.144036674282886e-07	0.0	0.0	0.010445117787640833
RBPJ	0.004171183088143012	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.042663110628863e-07	0.0	0.0	0.010445117787640833
TNFRSF1B	0.004141832433727736	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2055805550505388e-07	0.0	0.0	0.010445117787640833
WNT7B	0.004133249211579723	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2492706675971996e-07	0.0	0.0	0.010445117787640833
KLRK1	0.004122622593953691	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.375069825148989e-07	0.0	0.0	0.010445117787640833
IL11	0.00411606789428899	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5082817782741809e-07	0.0	0.0	0.010445117787640833
ETV4	0.00411038260260505	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.624553079972423e-08	0.0	0.0	0.010445117787640833
ACVR2A	0.004106476471553496	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2314985607298499e-07	0.0	0.0	0.010445117787640833
TNFRSF10B	0.00410598972457833	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.883031636436256e-08	0.0	0.0	0.010445117787640833
ESAM	0.004100080631879002	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2787250504959066e-07	0.0	0.0	0.010445117787640833
INHA	0.004098163300920434	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3504327423416847e-07	0.0	0.0	0.010445117787640833
CXCR5	0.004093287666255322	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0288663537793478e-07	0.0	0.0	0.010445117787640833
TP53	0.004062293228886682	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1183647538243262e-07	0.0	0.0	0.010445117787640833
LIFR	0.004048982437215167	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	2.1726963375442425e-07	0.0	0.0	0.010445117787640833
ANGPTL1	0.004048087051625007	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.324378928798456e-07	0.0	0.0	0.010445117787640833
SNAI2	0.004042505155516332	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2573752134709263e-07	0.0	0.0	0.010445117787640833
MPO	0.004038883321149607	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.364579573694556e-07	0.0	0.0	0.010445117787640833
CLEC5A	0.0040198197601282164	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0288193890023982e-07	0.0	0.0	0.010445117787640833
IL12B	0.0040191260744209985	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	8.639235790608954e-08	0.0	0.0	0.010445117787640833
KRAS	0.004011445477258946	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1355409383274441e-07	0.0	0.0	0.010445117787640833
MMP16	0.0040022060828362365	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1639542620442316e-07	0.0	0.0	0.010445117787640833
FFAR4	0.0039873201785057405	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0641206767531767e-07	0.0	0.0	0.010445117787640833
CD27	0.003966370975329688	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2236934849434753e-07	0.0	0.0	0.010445117787640833
CD4	0.003957514803926112	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1619056152383714e-07	0.0	0.0	0.010445117787640833
FGF7	0.0039495333051224515	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1346056781064209e-07	0.0	0.0	0.010445117787640833
SIGIRR	0.003945517903438903	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4041788989889537e-07	0.0	0.0	0.010445117787640833
B3GNT7	0.0039422678098548145	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2725583183928236e-07	0.0	0.0	0.010445117787640833
MAPK13	0.003933442919864501	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1352658666741296e-07	0.0	0.0	0.010445117787640833
BIRC5	0.003933012988015821	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5009926353469487e-07	0.0	0.0	0.010445117787640833
EPHA4	0.003930359547446665	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0396853364918268e-07	0.0	0.0	0.010445117787640833
LEFTY2	0.003912535434246322	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1904984139632992e-07	0.0	0.0	0.010445117787640833
OASL	0.003902690642185804	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.609891013344026e-08	0.0	0.0	0.010445117787640833
MRC2	0.003890787935733621	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7018436014040915e-07	0.0	0.0	0.010445117787640833
CD36	0.003883799070523391	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3385764543607783e-07	0.0	0.0	0.010445117787640833
INHBA	0.0038831004417150964	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1250759931483674e-07	0.0	0.0	0.010445117787640833
ACTG2	0.0038811111408215433	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1663107157804592e-07	0.0	0.0	0.010445117787640833
BMX	0.0038710023431592897	1.1102230246251565e-16	2.1859524117317777e-07	0.0	0.009900990099009901	1.118310680862626e-07	1.8869936477569934e-16	0.0	0.010445117787640833
FLT1	0.0038689327538592726	1.1102230246251565e-16	2.1859524117317777e-07	0.0	0.009900990099009901	1.3587980537992064e-07	1.8869936477569934e-16	0.0	0.010445117787640833
HSD3B2	0.003866329107980555	1.1102230246251565e-16	2.1859524117317777e-07	0.0	0.009900990099009901	1.4038402852923054e-07	1.8869936477569934e-16	0.0	0.010445117787640833
PNOC	0.003851817336400608	1.1102230246251565e-16	2.1859524117317777e-07	0.0	0.009900990099009901	1.255617453389152e-07	1.8869936477569934e-16	0.0	0.010445117787640833
CDH11	0.00385152809177959	1.1102230246251565e-16	2.1859524117317777e-07	0.0	0.009900990099009901	1.3320161360628821e-07	1.8869936477569934e-16	0.0	0.010445117787640833
