	I	pval_norm	var_norm	pval_z_sim	pval_sim	var_sim	pval_norm_fdr_bh	pval_z_sim_fdr_bh	pval_sim_fdr_bh
EIF5A	0.022035620895722807	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4485945776434597e-07	0.0	0.0	0.010445117787640833
CDH1	0.021945052150544462	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5104761355837922e-07	0.0	0.0	0.010445117787640833
IER3	0.02190636634420451	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.438202013516287e-07	0.0	0.0	0.010445117787640833
SPARCL1	0.021787535007148216	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7546837932283104e-07	0.0	0.0	0.010445117787640833
CD9	0.021643012526324737	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.280944081607963e-07	0.0	0.0	0.010445117787640833
TUBB	0.021328871297320192	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.9147343670134037e-07	0.0	0.0	0.010445117787640833
STAT3	0.02123815075414606	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5922383395769396e-07	0.0	0.0	0.010445117787640833
COL27A1	0.021225374799563358	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7708299455292456e-07	0.0	0.0	0.010445117787640833
FZD5	0.02115082430557043	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8000393439636584e-07	0.0	0.0	0.010445117787640833
COL4A2	0.020794219500747863	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7393336783503547e-07	0.0	0.0	0.010445117787640833
IL4R	0.020770124840998543	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3070456622759322e-07	0.0	0.0	0.010445117787640833
LGALS1	0.020329557077141448	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7522784980010186e-07	0.0	0.0	0.010445117787640833
CXCL6	0.019877420113653836	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.410046715234623e-07	0.0	0.0	0.010445117787640833
DST	0.019846964879986315	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4139360945687317e-07	0.0	0.0	0.010445117787640833
CD53	0.019837935653966958	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.997149723468371e-07	0.0	0.0	0.010445117787640833
RAC1	0.019754319502533	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8781847758321911e-07	0.0	0.0	0.010445117787640833
CASR	0.01964507758442219	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3299871759306173e-07	0.0	0.0	0.010445117787640833
IL6R	0.019507664414609688	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8840015527081306e-07	0.0	0.0	0.010445117787640833
PDGFD	0.019488077359181073	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6032392720355523e-07	0.0	0.0	0.010445117787640833
IFNGR2	0.01938407269135599	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5754410658117452e-07	0.0	0.0	0.010445117787640833
CXCL12	0.01924333329314321	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.497300042639817e-07	0.0	0.0	0.010445117787640833
VSIR	0.019137028889113644	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.577463014893589e-07	0.0	0.0	0.010445117787640833
TGFB2	0.018492419813096548	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	2.0163233205259733e-07	0.0	0.0	0.010445117787640833
CXCL9	0.018352022038647733	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.592438760841138e-07	0.0	0.0	0.010445117787640833
CSF1	0.01823262113547494	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4827160996603735e-07	0.0	0.0	0.010445117787640833
COL6A1	0.017894588501887018	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.32727176911644e-07	0.0	0.0	0.010445117787640833
S100A9	0.017830774702236422	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3250310844381189e-07	0.0	0.0	0.010445117787640833
LGALS3	0.017719681008984953	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.832246482115951e-07	0.0	0.0	0.010445117787640833
MYL9	0.017485130954157466	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8971961076052708e-07	0.0	0.0	0.010445117787640833
CALB1	0.017366468193290994	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6805097186907957e-07	0.0	0.0	0.010445117787640833
ERBB3	0.017338108992171742	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.387848616717342e-07	0.0	0.0	0.010445117787640833
TNFRSF14	0.017336416169900754	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.704523342074151e-07	0.0	0.0	0.010445117787640833
CDKN1A	0.017323677260653904	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5611749973018957e-07	0.0	0.0	0.010445117787640833
COTL1	0.017205127539888152	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8097012780225338e-07	0.0	0.0	0.010445117787640833
SRC	0.01717369316136147	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6125489808291245e-07	0.0	0.0	0.010445117787640833
UBE2C	0.017024372732568516	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6976516224083327e-07	0.0	0.0	0.010445117787640833
IGFBP5	0.017010718442031076	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6369704448872868e-07	0.0	0.0	0.010445117787640833
MAF	0.01666626850628734	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3762282549580824e-07	0.0	0.0	0.010445117787640833
JAK1	0.016569896698168208	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5691359196958898e-07	0.0	0.0	0.010445117787640833
ABL2	0.01642728021095109	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.601308025291705e-07	0.0	0.0	0.010445117787640833
CD14	0.016372946646929523	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	2.1610200143797516e-07	0.0	0.0	0.010445117787640833
ITGAV	0.01634607949366889	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2161332165351902e-07	0.0	0.0	0.010445117787640833
CRYAB	0.016265503332780467	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2765595718975072e-07	0.0	0.0	0.010445117787640833
ENG	0.016236285431787206	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.47737138111953e-07	0.0	0.0	0.010445117787640833
CFLAR	0.015901298613090118	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4046476028480404e-07	0.0	0.0	0.010445117787640833
FGG	0.01587535972896994	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.609004320952764e-07	0.0	0.0	0.010445117787640833
CD37	0.015746083651745714	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3357251611765777e-07	0.0	0.0	0.010445117787640833
DUSP4	0.015706461428823915	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5296032369868552e-07	0.0	0.0	0.010445117787640833
KRT16	0.01539363017246269	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6116636666192325e-07	0.0	0.0	0.010445117787640833
IL1R1	0.015170813250776308	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5877928788019794e-07	0.0	0.0	0.010445117787640833
KLF2	0.014931800667849115	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5191361563478748e-07	0.0	0.0	0.010445117787640833
ALCAM	0.014884308296205457	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5317366235302518e-07	0.0	0.0	0.010445117787640833
LMNA	0.014734498404746926	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2801477400845572e-07	0.0	0.0	0.010445117787640833
RARRES1	0.014717609210272771	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	2.0150295335028644e-07	0.0	0.0	0.010445117787640833
IGF1R	0.014632914184596913	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.467120894525592e-07	0.0	0.0	0.010445117787640833
NOSIP	0.01454637560502999	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.447154343321176e-07	0.0	0.0	0.010445117787640833
IGFBP6	0.014452029932876878	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6669786442123913e-07	0.0	0.0	0.010445117787640833
LGALS3BP	0.014373504378425791	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3361745965367184e-07	0.0	0.0	0.010445117787640833
TNFRSF21	0.014299647293126896	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2857467504548425e-07	0.0	0.0	0.010445117787640833
EFNA1	0.014228916529083391	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5000956294394196e-07	0.0	0.0	0.010445117787640833
PDGFA	0.014112959797270164	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5643894398076721e-07	0.0	0.0	0.010445117787640833
ARF1	0.01410481616720468	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5248627657385148e-07	0.0	0.0	0.010445117787640833
S100A8	0.014004391892872399	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.262387177291265e-07	0.0	0.0	0.010445117787640833
TGFBR2	0.013987358377636993	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3217068730678086e-07	0.0	0.0	0.010445117787640833
EPHB6	0.013929804283124405	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7350122787100842e-07	0.0	0.0	0.010445117787640833
S100A4	0.013895139692867244	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8106646919996378e-07	0.0	0.0	0.010445117787640833
IFNAR2	0.013871364965160116	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.701139163469255e-07	0.0	0.0	0.010445117787640833
CYTOR	0.01379281653015103	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5113708207470263e-07	0.0	0.0	0.010445117787640833
NTRK2	0.013783694054231427	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2403524392454633e-07	0.0	0.0	0.010445117787640833
ITGAX	0.013645154815123921	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4870067611087496e-07	0.0	0.0	0.010445117787640833
ITGA3	0.013460453975331998	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6816323041088166e-07	0.0	0.0	0.010445117787640833
SMAD2	0.013415375688231075	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.561164546855602e-07	0.0	0.0	0.010445117787640833
IRF3	0.013406155348410342	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3247325297129584e-07	0.0	0.0	0.010445117787640833
SRGN	0.01333412049858284	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5885774390038215e-07	0.0	0.0	0.010445117787640833
CFD	0.013243090988944668	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4010100194826312e-07	0.0	0.0	0.010445117787640833
RXRA	0.013206544988318343	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6224799488291196e-07	0.0	0.0	0.010445117787640833
NDRG1	0.013188941606563266	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.594248567751389e-07	0.0	0.0	0.010445117787640833
IL10RA	0.013103988224612463	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.470645140195536e-07	0.0	0.0	0.010445117787640833
IFITM1	0.01308640341372037	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4233631998335007e-07	0.0	0.0	0.010445117787640833
FABP5	0.013043954243338318	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4075963935731914e-07	0.0	0.0	0.010445117787640833
MYC	0.012956349741651668	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6064759457196705e-07	0.0	0.0	0.010445117787640833
CXCR4	0.012949312388085795	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.207945692217875e-07	0.0	0.0	0.010445117787640833
CD3E	0.012907265408867111	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4393001822418702e-07	0.0	0.0	0.010445117787640833
ERBB2	0.012797957493790233	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3932297485194716e-07	0.0	0.0	0.010445117787640833
CALM3	0.0125832030562115	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.187433060321892e-07	0.0	0.0	0.010445117787640833
CD47	0.012580456422342266	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5037689722859555e-07	0.0	0.0	0.010445117787640833
COL4A1	0.012480563182873532	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5330716540087465e-07	0.0	0.0	0.010445117787640833
TYROBP	0.012273180828135877	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.472788275693821e-07	0.0	0.0	0.010445117787640833
ETV5	0.012229287686218749	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5104687539444698e-07	0.0	0.0	0.010445117787640833
KRT80	0.012197071985005878	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.7304746245846549e-07	0.0	0.0	0.010445117787640833
MX1	0.011985709941000728	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4729641969315817e-07	0.0	0.0	0.010445117787640833
MRC1	0.01196891935277389	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	2.0626066752099364e-07	0.0	0.0	0.010445117787640833
LAMP2	0.011930764685979487	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5944784680389307e-07	0.0	0.0	0.010445117787640833
FCGR3A	0.011885463750137002	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2376430920075965e-07	0.0	0.0	0.010445117787640833
ITGB8	0.011806902444698553	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5449498600869075e-07	0.0	0.0	0.010445117787640833
HLA-DQA1	0.011674705887203034	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.363769051443816e-07	0.0	0.0	0.010445117787640833
RAMP3	0.011595505862889693	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2100891259622593e-07	0.0	0.0	0.010445117787640833
CAV1	0.011494454932270325	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.199896156874245e-07	0.0	0.0	0.010445117787640833
SLC40A1	0.01147593569232353	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2507355874033298e-07	0.0	0.0	0.010445117787640833
STAT6	0.011411010476458814	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2367379277171545e-07	0.0	0.0	0.010445117787640833
BMP5	0.01139286025254948	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3555353154006637e-07	0.0	0.0	0.010445117787640833
THBS2	0.011255111079782125	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8025889175557594e-07	0.0	0.0	0.010445117787640833
CHI3L1	0.011157840696377049	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.303445592434088e-07	0.0	0.0	0.010445117787640833
PECAM1	0.011021117534191868	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.085319723623339e-07	0.0	0.0	0.010445117787640833
LUM	0.010949095603196707	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.514595397650881e-07	0.0	0.0	0.010445117787640833
KRT17	0.01094350233383557	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.572062496465303e-07	0.0	0.0	0.010445117787640833
SREBF1	0.010918620669933874	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.690121041068944e-07	0.0	0.0	0.010445117787640833
H2AZ1	0.010852020800265582	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.519146902524347e-07	0.0	0.0	0.010445117787640833
RXRB	0.010810267939871021	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3854853902428901e-07	0.0	0.0	0.010445117787640833
PTGDS	0.010759581056915829	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8526306314444262e-07	0.0	0.0	0.010445117787640833
FYB1	0.010758159714600458	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2215300532039115e-07	0.0	0.0	0.010445117787640833
EGFR	0.010629551380515807	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4965794512831622e-07	0.0	0.0	0.010445117787640833
RGS1	0.010583286767548357	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.478525135522029e-07	0.0	0.0	0.010445117787640833
VWF	0.010530548156700861	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.541192763013053e-07	0.0	0.0	0.010445117787640833
IGFBP3	0.010529092188767039	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2515423742373363e-07	0.0	0.0	0.010445117787640833
VCAN	0.01045586539163585	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2823510749035706e-07	0.0	0.0	0.010445117787640833
HLA-DQB1	0.010455236610999894	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1794100305535859e-07	0.0	0.0	0.010445117787640833
IL13RA1	0.010289585777684098	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2045489689411776e-07	0.0	0.0	0.010445117787640833
C9orf16	0.010234746712451837	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.689143737399238e-07	0.0	0.0	0.010445117787640833
HLA-DRB5	0.010180970319789488	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5251951516077417e-07	0.0	0.0	0.010445117787640833
PTGES3	0.010136183586101306	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1176149520038777e-07	0.0	0.0	0.010445117787640833
ACKR1	0.010047666030019132	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.181477231528073e-07	0.0	0.0	0.010445117787640833
CCL5	0.010022147301221357	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2884201113439723e-07	0.0	0.0	0.010445117787640833
TNFSF10	0.010022107503963193	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2502989376927282e-07	0.0	0.0	0.010445117787640833
VCAM1	0.009984106743988723	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4804014686901636e-07	0.0	0.0	0.010445117787640833
IL10RB	0.00997318433624755	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.511778721499043e-07	0.0	0.0	0.010445117787640833
ARHGDIB	0.009929127627447566	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.873785333631434e-08	0.0	0.0	0.010445117787640833
PTPRC	0.009911090698680815	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3684213914935957e-07	0.0	0.0	0.010445117787640833
TNFRSF1A	0.009772951199719672	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6598341239699764e-07	0.0	0.0	0.010445117787640833
SOD1	0.009744667046461448	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.269812855606138e-07	0.0	0.0	0.010445117787640833
NLRC5	0.00972457132641943	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3064728372816025e-07	0.0	0.0	0.010445117787640833
STMN1	0.009645509640321497	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2256914410503932e-07	0.0	0.0	0.010445117787640833
IL2RA	0.009643456918761397	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3167753450538996e-07	0.0	0.0	0.010445117787640833
MMP14	0.009618234399919339	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5177201243465277e-07	0.0	0.0	0.010445117787640833
EPHB4	0.009594526059678745	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1281576384874105e-07	0.0	0.0	0.010445117787640833
SMAD3	0.00954166221922668	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4737392684246435e-07	0.0	0.0	0.010445117787640833
CSF1R	0.009510687056683346	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5284822373032696e-07	0.0	0.0	0.010445117787640833
AHI1	0.009341803221560878	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1818816615504918e-07	0.0	0.0	0.010445117787640833
TFEB	0.00926930441013022	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4325801120445862e-07	0.0	0.0	0.010445117787640833
ATF3	0.009224332142860076	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4151173512575577e-07	0.0	0.0	0.010445117787640833
DNMT3A	0.009172787193250353	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.288022809048003e-07	0.0	0.0	0.010445117787640833
BCL2	0.00911859523058874	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.487299811874191e-07	0.0	0.0	0.010445117787640833
IL20RA	0.009095935512944948	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.683022376570755e-07	0.0	0.0	0.010445117787640833
HMGB2	0.009089847425115271	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.253786968767747e-07	0.0	0.0	0.010445117787640833
RGS5	0.009079574951380594	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.8740961305705313e-07	0.0	0.0	0.010445117787640833
SLPI	0.009042794016138268	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5247605036176027e-07	0.0	0.0	0.010445117787640833
FYN	0.00898278618955586	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.472412497631011e-07	0.0	0.0	0.010445117787640833
IL16	0.008971638328472328	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6305011552731368e-07	0.0	0.0	0.010445117787640833
PTGES2	0.008932222938026	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5358014663460521e-07	0.0	0.0	0.010445117787640833
HCAR2	0.008929861149890654	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.429335695798306e-07	0.0	0.0	0.010445117787640833
NOTCH2	0.00889958861017328	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3766319332322049e-07	0.0	0.0	0.010445117787640833
TOX	0.00881632940320267	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6582341434617308e-07	0.0	0.0	0.010445117787640833
IL17RB	0.00880501856412792	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3819805209672826e-07	0.0	0.0	0.010445117787640833
RAMP1	0.008801931792976336	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1069186279135952e-07	0.0	0.0	0.010445117787640833
PDGFC	0.008718356304998669	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.4349905793524635e-07	0.0	0.0	0.010445117787640833
FZD4	0.008664242674755629	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3949380374905783e-07	0.0	0.0	0.010445117787640833
IGHD	0.008561602425623623	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2944540635124095e-07	0.0	0.0	0.010445117787640833
AKT1	0.008493935703951584	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3212991375422345e-07	0.0	0.0	0.010445117787640833
PDGFRB	0.008483685510736904	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6169353699757635e-07	0.0	0.0	0.010445117787640833
NR1H3	0.008402569676108234	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2880270557647655e-07	0.0	0.0	0.010445117787640833
HIF1A	0.008312184420552135	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1789968491550055e-07	0.0	0.0	0.010445117787640833
BMPR2	0.008271265768789698	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1716226053217705e-07	0.0	0.0	0.010445117787640833
HDAC5	0.008103473504605769	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2079773822684363e-07	0.0	0.0	0.010445117787640833
HDAC1	0.008034082785044036	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1011832893538116e-07	0.0	0.0	0.010445117787640833
NOTCH1	0.008028304571313781	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2310212929933046e-07	0.0	0.0	0.010445117787640833
FCER1G	0.007923997797220457	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3637581113156474e-07	0.0	0.0	0.010445117787640833
CD52	0.007907596095705221	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5884183387084902e-07	0.0	0.0	0.010445117787640833
CPA3	0.007864678154560815	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1348203751510751e-07	0.0	0.0	0.010445117787640833
SMAD4	0.00778754743580184	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6953495742669885e-07	0.0	0.0	0.010445117787640833
PDGFRA	0.007735333594514726	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3669815241027324e-07	0.0	0.0	0.010445117787640833
TNFSF14	0.007701102262076876	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.6843663750729562e-07	0.0	0.0	0.010445117787640833
SEC61G	0.007562078707656781	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.384007603403594e-07	0.0	0.0	0.010445117787640833
IL15RA	0.007546608412339373	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2202363421095536e-07	0.0	0.0	0.010445117787640833
VEGFB	0.007531919136969269	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0550070317102004e-07	0.0	0.0	0.010445117787640833
JCHAIN	0.007493735740940997	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5361864317092423e-07	0.0	0.0	0.010445117787640833
CSK	0.0074400310770482165	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5301189696860784e-07	0.0	0.0	0.010445117787640833
CRIP1	0.007367516610069856	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2989686496565345e-07	0.0	0.0	0.010445117787640833
LTF	0.007251153765122481	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2937949421809648e-07	0.0	0.0	0.010445117787640833
ITGA1	0.0071659810781470375	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1030875150255446e-07	0.0	0.0	0.010445117787640833
ANXA1	0.007143387230591288	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.0006165770377475e-07	0.0	0.0	0.010445117787640833
VHL	0.0071195378970269575	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.301085647314306e-07	0.0	0.0	0.010445117787640833
TGFBR1	0.0070723516683918195	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1432915136572276e-07	0.0	0.0	0.010445117787640833
CD34	0.007061066268279341	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1367031667521154e-07	0.0	0.0	0.010445117787640833
TLR2	0.007029796649900182	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2767816194451097e-07	0.0	0.0	0.010445117787640833
CD164	0.00698877824592699	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.3900601013113873e-07	0.0	0.0	0.010445117787640833
KIT	0.00694209799955393	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.1779463040537921e-07	0.0	0.0	0.010445117787640833
STAT4	0.006938762811083338	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.352071376073235e-07	0.0	0.0	0.010445117787640833
TAP1	0.006912102587066376	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2177883563411288e-07	0.0	0.0	0.010445117787640833
ADIRF	0.006890642262252612	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.368925130706369e-07	0.0	0.0	0.010445117787640833
GPER1	0.0068354419746333925	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.5446397308450917e-07	0.0	0.0	0.010445117787640833
CEACAM6	0.006828869253122767	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	9.14778538802717e-08	0.0	0.0	0.010445117787640833
ADGRA3	0.0067978968109480824	0.0	2.1859524117317777e-07	0.0	0.009900990099009901	1.2406420981467106e-07	0.0	0.0	0.010445117787640833
